OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,SHAPE_Length
137,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,137,Woree to Innisfail,Operational,132,Queensland,5,20130801,,0.6735639
138,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,138,Woree to Edmonton,Operational,132,Queensland,5,20130801,,0.024799927
139,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,139,El Arish to Tully,Operational,132,Queensland,5,20130801,,0.212708026
140,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,140,Innisfail to El Arish,Operational,132,Queensland,5,20130801,,0.347324424
141,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,141,Ingham South to Cardwell,Operational,132,Queensland,5,20130801,,0.426304356
142,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,142,Tully to Cardwell,Operational,275,Queensland,5,20130726,,0.437112773
143,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,143,Invicta Mill Tee to Clare South,Operational,132,Queensland,5,20120710,,0.301524538
144,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,144,South Townsville to Invicta Mill Tee,Operational,132,Queensland,5,20120710,,0.331348047
145,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,145,Invicta Mill Tee to Invicta Mill,Operational,132,Queensland,5,20120710,,0.091086886
146,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,146,Ross to Townsville South,Operational,132,Queensland,5,20120710,,0.186306297
147,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,147,Townsville South to Clare South,Operational,132,Queensland,5,20120710,,0.649258361
148,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,148,Barren Gorge Power Station to Kamerunga,Operational,132,Queensland,5,20120710,,0.051435751
149,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,149,Barren Gorge Power Station to Kamerunga,Operational,132,Queensland,5,20120710,,0.051435751
150,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,150,Woree to Kamerunga,Operational,132,Queensland,5,20120710,,0.124635723
151,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,151,Woree to Kamerunga,Operational,132,Queensland,5,20120710,,0.124635723
